# Error, Accuracy
2.634907028861187772e+00,9.333333333333333481e-01
1.545268146464993775e+00,9.333333333333333481e-01
2.428587195253312903e+00,8.333333333333333703e-01
1.952311924877124349e+00,9.000000000000000222e-01
2.679128618063871148e+00,9.333333333333333481e-01
1.498418313335105667e+00,8.333333333333333703e-01
2.416905993995374313e+00,9.333333333333333481e-01
1.228164434925456128e+00,9.333333333333333481e-01
6.959221804606410267e-01,9.333333333333333481e-01
1.199523016001655007e+00,9.000000000000000222e-01
2.033602191534525261e+00,9.333333333333333481e-01
1.256971712103434280e+00,9.333333333333333481e-01
1.984156412854945373e+00,9.333333333333333481e-01
1.421308352970313882e+00,9.666666666666666741e-01
2.435681909056129246e+00,9.333333333333333481e-01
2.112907615018193130e+00,9.333333333333333481e-01
1.602004523723409291e+00,9.333333333333333481e-01
4.069668965923130877e+00,1.000000000000000000e+00
1.487017130450588809e+00,9.000000000000000222e-01
1.927808644543624439e+00,9.666666666666666741e-01
2.767653431827690635e+00,9.333333333333333481e-01
1.405117257957370525e+00,9.333333333333333481e-01
1.234798731972880370e+00,9.333333333333333481e-01
2.135172731268241808e+00,9.333333333333333481e-01
2.371610722222612377e+00,6.999999999999999556e-01
3.187361599115706934e+00,9.333333333333333481e-01
3.018340500959581618e+00,6.999999999999999556e-01
3.067429567452766292e+00,9.333333333333333481e-01
7.036874052626371778e-01,9.333333333333333481e-01
2.313540069908717633e+00,9.333333333333333481e-01
1.494680814548679182e+00,9.333333333333333481e-01
3.003285186335108659e+00,7.333333333333332815e-01
3.045718534219183926e+00,9.333333333333333481e-01
3.410794997190615518e+00,9.333333333333333481e-01
1.000770297603143844e+00,9.333333333333333481e-01
1.245113500341249013e+00,9.333333333333333481e-01
1.638459195642553601e+00,9.666666666666666741e-01
2.443967268903018297e+00,9.333333333333333481e-01
9.520381594595428432e-01,9.333333333333333481e-01
1.319699931778056001e+00,9.333333333333333481e-01
6.780545221542765288e-01,9.333333333333333481e-01
1.607817842493584282e+00,8.333333333333333703e-01
2.193133916207979706e+00,8.333333333333333703e-01
2.411918378980510980e+00,9.000000000000000222e-01
1.983642998365162002e+00,9.333333333333333481e-01
1.888089910608446331e+00,9.333333333333333481e-01
1.555336430326017760e+00,8.333333333333333703e-01
2.037397552213370933e+00,9.333333333333333481e-01
1.240509646162001545e+00,8.333333333333333703e-01
3.026663853687725503e+00,9.000000000000000222e-01
1.118670385654748856e+00,9.333333333333333481e-01
6.734466243719768874e-01,9.333333333333333481e-01
6.717215201727316787e-01,9.333333333333333481e-01
1.680457798683067550e+00,9.000000000000000222e-01
9.709650857542008184e-01,9.333333333333333481e-01
2.487801067798763199e+00,8.333333333333333703e-01
2.020409398645969024e+00,9.333333333333333481e-01
2.435693927897069067e+00,9.333333333333333481e-01
1.726839415079192586e+00,8.333333333333333703e-01
2.318311905958585495e+00,9.333333333333333481e-01
1.218506966617262099e+00,9.333333333333333481e-01
1.241140329545436627e+00,8.666666666666666963e-01
2.822077007727423759e+00,9.333333333333333481e-01
1.641468441580906656e+00,9.333333333333333481e-01
6.718815473496569934e-01,9.333333333333333481e-01
1.278876019313842649e+00,9.333333333333333481e-01
1.519201150579840842e+00,9.333333333333333481e-01
1.627039523837951807e+00,9.333333333333333481e-01
6.675116539786830616e-01,9.333333333333333481e-01
6.674810417331795698e-01,9.333333333333333481e-01
6.658265384045999324e-01,9.333333333333333481e-01
4.193113659920340908e+00,8.666666666666666963e-01
3.496516665498370813e+00,9.666666666666666741e-01
1.802607869178355804e+00,9.333333333333333481e-01
1.991908082399712621e+00,8.333333333333333703e-01
3.123293123483867006e+00,6.999999999999999556e-01
2.066860284769066691e+00,9.333333333333333481e-01
6.769397739524350976e-01,9.333333333333333481e-01
6.673201907064947314e-01,9.333333333333333481e-01
6.676708329426300770e-01,9.333333333333333481e-01
6.667708749279356306e-01,9.333333333333333481e-01
1.266379316470410688e+00,9.333333333333333481e-01
1.221488817929444082e+00,9.333333333333333481e-01
1.553760631831733852e+00,9.333333333333333481e-01
1.254449081895944618e+00,8.333333333333333703e-01
2.063709593985955326e+00,9.333333333333333481e-01
2.093471952969875982e+00,9.666666666666666741e-01
2.558352490942868318e+00,9.333333333333333481e-01
6.820489170821049107e-01,9.333333333333333481e-01
6.703845987708679788e-01,9.333333333333333481e-01
6.612093219401323774e-01,9.333333333333333481e-01
6.602746380520698732e-01,9.333333333333333481e-01
6.593289794057201059e-01,9.333333333333333481e-01
6.585769434490739149e-01,9.333333333333333481e-01
6.577105935432042694e-01,9.333333333333333481e-01
6.571457851086389690e-01,9.333333333333333481e-01
6.563417624997326394e-01,9.333333333333333481e-01
6.563087362423949411e-01,9.333333333333333481e-01
6.558339878188054195e-01,9.333333333333333481e-01
6.599787265872669728e-01,9.333333333333333481e-01
6.546224841095032998e-01,9.333333333333333481e-01
6.579752062363738441e-01,9.333333333333333481e-01
6.544920040242235837e-01,9.333333333333333481e-01
6.599856610479016839e-01,9.333333333333333481e-01
6.539744510777464326e-01,9.333333333333333481e-01
6.650402775709977066e-01,9.333333333333333481e-01
6.585598453772024685e-01,9.333333333333333481e-01
6.536469847227271979e-01,9.333333333333333481e-01
2.392693916087395234e+00,6.999999999999999556e-01
4.083178924812915334e+00,7.333333333333332815e-01
2.859148097736859295e+00,9.000000000000000222e-01
2.322344351952696506e+00,9.333333333333333481e-01
1.999997694885497834e+00,8.333333333333333703e-01
3.852889905605881626e+00,9.666666666666666741e-01
2.806454290430986376e+00,9.666666666666666741e-01
2.360041443164691000e+00,9.333333333333333481e-01
6.611140988663996021e-01,9.333333333333333481e-01
6.555053979936603659e-01,9.333333333333333481e-01
6.564170045809629706e-01,9.333333333333333481e-01
6.562990692213884758e-01,9.333333333333333481e-01
1.004901446307439050e+00,8.333333333333333703e-01
2.407874140505377181e+00,9.000000000000000222e-01
1.716965902783110343e+00,9.333333333333333481e-01
3.282850074698408616e+00,1.000000000000000000e+00
3.368580176269723836e+00,9.333333333333333481e-01
1.897991824771090075e+00,9.333333333333333481e-01
1.237777039097910814e+00,9.333333333333333481e-01
2.092085565333797970e+00,9.333333333333333481e-01
6.682760671272266473e-01,9.333333333333333481e-01
6.575410718078010808e-01,9.333333333333333481e-01
6.563763063850936996e-01,9.333333333333333481e-01
6.578402670254657192e-01,9.333333333333333481e-01
6.563188160536989058e-01,9.333333333333333481e-01
6.612552226346662954e-01,9.333333333333333481e-01
6.557923409813682936e-01,9.333333333333333481e-01
6.690280001344253158e-01,9.333333333333333481e-01
9.836832913870291462e-01,9.333333333333333481e-01
6.594499277861184394e-01,9.333333333333333481e-01
6.532434951901086029e-01,9.333333333333333481e-01
6.576775057031315486e-01,9.333333333333333481e-01
6.524572197954855435e-01,9.333333333333333481e-01
6.568470956740027900e-01,9.333333333333333481e-01
6.523823091590280621e-01,9.333333333333333481e-01
6.573830229781545409e-01,9.333333333333333481e-01
6.533748793914950781e-01,9.333333333333333481e-01
2.021814110561674038e+00,8.333333333333333703e-01
2.035031674869861806e+00,9.333333333333333481e-01
1.431293202849689195e+00,9.333333333333333481e-01
2.190505365386619108e+00,9.333333333333333481e-01
1.336367109853140667e+00,9.666666666666666741e-01
4.133464285068178867e+00,9.666666666666666741e-01
1.530188940973852496e+00,9.333333333333333481e-01
1.945774985466184326e+00,8.333333333333333703e-01
2.441853954844498631e+00,9.333333333333333481e-01
3.812840183273478178e+00,9.333333333333333481e-01
9.149536867537855223e-01,9.333333333333333481e-01
9.720485920783114020e-01,9.333333333333333481e-01
6.599265607367671427e-01,9.333333333333333481e-01
6.638010031742809236e-01,9.333333333333333481e-01
5.375571848419183674e+00,8.333333333333333703e-01
4.293964343251171378e+00,9.333333333333333481e-01
2.154418651862993084e+00,9.000000000000000222e-01
2.575731536741290295e+00,8.333333333333333703e-01
2.604789148029644785e+00,9.666666666666666741e-01
9.837622276356499107e-01,9.333333333333333481e-01
1.256807596519621706e+00,9.333333333333333481e-01
2.307731137689566392e+00,9.333333333333333481e-01
3.415457060350298502e+00,9.666666666666666741e-01
1.493747003993769917e+00,9.333333333333333481e-01
2.545970871480377262e+00,8.333333333333333703e-01
2.398743772051716405e+00,9.333333333333333481e-01
2.101429611544796572e+00,9.333333333333333481e-01
2.652368701506259807e+00,9.666666666666666741e-01
1.458183789778511041e+00,8.333333333333333703e-01
1.607614035189802948e+00,9.333333333333333481e-01
1.504264813693380276e+00,8.666666666666666963e-01
2.464102797064664507e+00,9.333333333333333481e-01
1.144943979912669940e+00,9.333333333333333481e-01
6.838636182986355116e-01,9.333333333333333481e-01
3.101057812214840670e+00,9.666666666666666741e-01
1.508931562233261081e+00,9.333333333333333481e-01
1.103057006486186431e+00,8.333333333333333703e-01
2.172561823501995892e+00,9.333333333333333481e-01
1.745871285656438232e+00,9.000000000000000222e-01
2.748054826472269507e+00,7.333333333333332815e-01
2.722938331233790255e+00,9.000000000000000222e-01
1.470041612683773424e+00,9.333333333333333481e-01
1.020362732728645083e+00,9.333333333333333481e-01
9.601976601738061445e-01,9.333333333333333481e-01
1.446449458899309315e+00,9.000000000000000222e-01
2.938150895110577476e+00,9.333333333333333481e-01
1.100651354003743254e+00,9.000000000000000222e-01
2.155333946182328653e+00,9.666666666666666741e-01
1.265201916024758733e+00,9.333333333333333481e-01
1.861589110174555417e+00,9.666666666666666741e-01
3.086159532773204983e+00,8.333333333333333703e-01
2.295109233407925498e+00,9.000000000000000222e-01
2.836466845632706679e+00,9.333333333333333481e-01
7.070088959695354225e-01,9.333333333333333481e-01
1.251737834563349860e+00,8.333333333333333703e-01
2.003789879075994484e+00,9.333333333333333481e-01
6.766321091436893198e-01,9.333333333333333481e-01
3.295234999775653595e+00,7.333333333333332815e-01
2.803543167139238790e+00,9.333333333333333481e-01
1.660148216136454247e+00,9.333333333333333481e-01
9.750693941750708804e-01,9.333333333333333481e-01
1.223435987911940082e+00,9.333333333333333481e-01
1.234270528798688149e+00,9.333333333333333481e-01
9.958988135266340080e-01,8.333333333333333703e-01
2.256005199200413092e+00,9.333333333333333481e-01
1.506951023181909877e+00,9.333333333333333481e-01
1.455922745123869211e+00,9.333333333333333481e-01
9.810942344074055077e-01,9.333333333333333481e-01
1.669183372785335573e+00,9.333333333333333481e-01
1.022304273884013126e+00,9.333333333333333481e-01
1.169512302687739647e+00,8.333333333333333703e-01
2.271729122852919058e+00,8.666666666666666963e-01
1.914114185478414276e+00,9.000000000000000222e-01
1.793513850505079388e+00,9.333333333333333481e-01
1.251590977644020830e+00,9.333333333333333481e-01
1.644835340663352463e+00,9.333333333333333481e-01
1.941625340412416856e+00,9.333333333333333481e-01
1.507418640732366866e+00,9.333333333333333481e-01
6.771516886299634441e-01,9.333333333333333481e-01
6.777635027725111838e-01,9.333333333333333481e-01
2.541971010891182825e+00,9.666666666666666741e-01
2.339600570168946181e+00,9.333333333333333481e-01
6.666510542985653043e-01,9.333333333333333481e-01
1.348724912561742428e+00,9.333333333333333481e-01
1.443743007446044002e+00,9.666666666666666741e-01
2.871546594112188711e+00,9.333333333333333481e-01
1.322729873776982812e+00,9.000000000000000222e-01
1.954011214729967527e+00,9.000000000000000222e-01
1.497497477152348822e+00,9.333333333333333481e-01
6.766975376362308614e-01,9.333333333333333481e-01
1.002010044543745648e+00,9.333333333333333481e-01
1.423691060753258908e+00,9.333333333333333481e-01
6.614550563468466482e-01,9.333333333333333481e-01
1.674164827339399197e+00,9.333333333333333481e-01
2.868197198727706176e+00,6.999999999999999556e-01
2.914161010288952358e+00,8.333333333333333703e-01
1.724677358653080583e+00,9.333333333333333481e-01
1.414164054141749949e+00,9.333333333333333481e-01
1.221841367927426036e+00,9.333333333333333481e-01
1.696097153968364246e+00,9.333333333333333481e-01
1.217888118099262451e+00,9.333333333333333481e-01
9.396395917798497921e-01,9.333333333333333481e-01
6.669997035910396610e-01,9.333333333333333481e-01
6.554772465682130456e-01,9.333333333333333481e-01
6.551358169302853307e-01,9.333333333333333481e-01
6.544635907970327571e-01,9.333333333333333481e-01
6.541501190172790414e-01,9.333333333333333481e-01
6.535725253101390964e-01,9.333333333333333481e-01
6.533328360809703694e-01,9.333333333333333481e-01
6.527782513501294570e-01,9.333333333333333481e-01
6.526136989240057806e-01,9.333333333333333481e-01
6.520500920201622863e-01,9.333333333333333481e-01
6.519161485828595115e-01,9.333333333333333481e-01
6.513814382599286690e-01,9.333333333333333481e-01
6.512430243942460839e-01,9.333333333333333481e-01
6.507747759038812196e-01,9.333333333333333481e-01
6.506221731242383122e-01,9.333333333333333481e-01
6.502242093691298352e-01,9.333333333333333481e-01
6.500544595859487629e-01,9.333333333333333481e-01
6.497226405834454210e-01,9.333333333333333481e-01
6.495342939917098102e-01,9.333333333333333481e-01
6.492642400411355874e-01,9.333333333333333481e-01
6.490569477889165384e-01,9.333333333333333481e-01
6.488439267354186857e-01,9.333333333333333481e-01
6.486178745733218731e-01,9.333333333333333481e-01
6.484573624865952457e-01,9.333333333333333481e-01
6.482130564461583422e-01,9.333333333333333481e-01
6.481007832021979942e-01,9.333333333333333481e-01
6.478388736629757672e-01,9.333333333333333481e-01
6.477709484647622418e-01,9.333333333333333481e-01
6.474921623569832585e-01,9.333333333333333481e-01
6.474650309986010877e-01,9.333333333333333481e-01
6.471701070999339445e-01,9.333333333333333481e-01
6.471805836179446159e-01,9.333333333333333481e-01
6.468702592041923882e-01,9.333333333333333481e-01
6.469154502660596773e-01,9.333333333333333481e-01
6.465904300057664367e-01,9.333333333333333481e-01
6.466677629573412966e-01,9.333333333333333481e-01
6.463287301637702376e-01,9.333333333333333481e-01
6.464358465346379257e-01,9.333333333333333481e-01
6.460834345394544931e-01,9.333333333333333481e-01
6.462182712550695873e-01,9.333333333333333481e-01
6.458530991523300235e-01,9.333333333333333481e-01
6.460136907616603752e-01,9.333333333333333481e-01
6.456363070130769488e-01,9.333333333333333481e-01
6.458210522803182752e-01,9.333333333333333481e-01
6.454320322815926270e-01,9.333333333333333481e-01
6.456391485565159405e-01,9.333333333333333481e-01
6.452389239104034946e-01,9.333333333333333481e-01
6.454674426242196228e-01,9.333333333333333481e-01
6.450566337468338629e-01,9.333333333333333481e-01
6.453043060770813355e-01,9.333333333333333481e-01
6.448830537457131973e-01,9.333333333333333481e-01
6.451508430590695564e-01,9.333333333333333481e-01
6.447202485635544766e-01,9.333333333333333481e-01
6.450020199930952547e-01,9.333333333333333481e-01
6.445609016938566027e-01,9.333333333333333481e-01
6.448681390777011302e-01,9.333333333333333481e-01
6.444207493689443345e-01,9.333333333333333481e-01
6.447203224548803124e-01,9.333333333333333481e-01
6.442572872774180448e-01,9.333333333333333481e-01
6.446351410925659220e-01,9.333333333333333481e-01
6.441839604043251288e-01,9.333333333333333481e-01
6.443964168609308540e-01,9.333333333333333481e-01
6.438928410936385349e-01,9.333333333333333481e-01
6.446433990235159728e-01,9.333333333333333481e-01
6.443642040301150731e-01,9.333333333333333481e-01
6.436773559040056547e-01,9.333333333333333481e-01
6.436843104013599826e-01,9.333333333333333481e-01
6.435032985934345806e-01,9.333333333333333481e-01
6.438103953788657519e-01,9.333333333333333481e-01
6.433096264749897930e-01,9.333333333333333481e-01
6.448711453852705722e-01,9.333333333333333481e-01
6.455373530435609686e-01,9.333333333333333481e-01
6.431220779327767589e-01,9.333333333333333481e-01
6.446301765695208186e-01,9.333333333333333481e-01
6.450369465380950684e-01,9.333333333333333481e-01
6.429682497235922334e-01,9.333333333333333481e-01
6.446419253909639879e-01,9.333333333333333481e-01
6.453637476933564709e-01,9.333333333333333481e-01
6.428190448714744543e-01,9.333333333333333481e-01
6.446143470369843920e-01,9.333333333333333481e-01
6.455799663102498309e-01,9.333333333333333481e-01
6.426717206907713864e-01,9.333333333333333481e-01
6.445736173515360656e-01,9.333333333333333481e-01
6.457518050888148009e-01,9.333333333333333481e-01
6.425290898169929710e-01,9.333333333333333481e-01
6.445305791514848170e-01,9.333333333333333481e-01
6.459129797112690419e-01,9.333333333333333481e-01
6.423923711484357257e-01,9.333333333333333481e-01
6.444707253735767472e-01,9.333333333333333481e-01
6.459889714295813379e-01,9.333333333333333481e-01
6.422616711978813564e-01,9.333333333333333481e-01
6.444520683785583959e-01,9.333333333333333481e-01
6.462529197947860515e-01,9.333333333333333481e-01
6.421443111304503404e-01,9.333333333333333481e-01
6.441812660427381765e-01,9.333333333333333481e-01
6.453355010427191951e-01,9.333333333333333481e-01
6.420469173664463680e-01,9.333333333333333481e-01
6.446003371240179858e-01,9.333333333333333481e-01
6.478609288940083699e-01,9.333333333333333481e-01
6.426552877725127955e-01,9.333333333333333481e-01
6.420274224602615654e-01,9.333333333333333481e-01
6.435644849319600569e-01,9.333333333333333481e-01
6.437639064423358315e-01,9.333333333333333481e-01
6.418642827773152204e-01,9.333333333333333481e-01
6.440448088599880494e-01,9.333333333333333481e-01
6.455963408313615259e-01,9.333333333333333481e-01
6.416754470231239571e-01,9.333333333333333481e-01
6.448813956389658486e-01,9.333333333333333481e-01
6.491161445033692967e-01,9.333333333333333481e-01
6.427024853319867059e-01,9.333333333333333481e-01
6.422042300602687215e-01,9.333333333333333481e-01
6.415977805983381632e-01,9.333333333333333481e-01
6.427032744515448481e-01,9.333333333333333481e-01
6.422638696162988881e-01,9.333333333333333481e-01
6.414217748562459631e-01,9.333333333333333481e-01
6.440925589191197620e-01,9.333333333333333481e-01
6.466130002986630876e-01,9.333333333333333481e-01
6.413046869065218702e-01,9.333333333333333481e-01
6.447006600662192888e-01,9.333333333333333481e-01
6.478122393256428024e-01,9.333333333333333481e-01
6.412114651909740504e-01,9.333333333333333481e-01
6.456526504802918565e-01,9.333333333333333481e-01
1.006572524281532655e+00,8.333333333333333703e-01
2.159546350698986483e+00,9.333333333333333481e-01
6.499306718301310903e-01,9.333333333333333481e-01
6.436704254093406075e-01,9.333333333333333481e-01
6.419336594509172933e-01,9.333333333333333481e-01
6.427914548731327171e-01,9.333333333333333481e-01
6.422137111793694286e-01,9.333333333333333481e-01
6.410208356272864005e-01,9.333333333333333481e-01
6.457975243749833894e-01,9.333333333333333481e-01
1.299674256044434761e+00,9.333333333333333481e-01
1.254466041971887602e+00,9.333333333333333481e-01
1.187386687381032369e+00,9.666666666666666741e-01
3.851061094798776896e+00,9.666666666666666741e-01
2.291624689758403832e+00,9.333333333333333481e-01
1.509259507409383749e+00,9.333333333333333481e-01
3.761146381503097214e+00,9.666666666666666741e-01
2.761059010294020677e+00,6.999999999999999556e-01
2.733467871109963809e+00,9.666666666666666741e-01
6.763084615199427274e-01,9.333333333333333481e-01
1.646428336797997494e+00,9.333333333333333481e-01
6.438653689802112945e-01,9.333333333333333481e-01
6.434539737052363817e-01,9.333333333333333481e-01
6.429094481115108506e-01,9.333333333333333481e-01
6.434140061888388162e-01,9.333333333333333481e-01
6.428657191083372302e-01,9.333333333333333481e-01
6.432306430271559350e-01,9.333333333333333481e-01
6.427039209699957345e-01,9.333333333333333481e-01
6.433456872080073330e-01,9.333333333333333481e-01
6.428332747744963660e-01,9.333333333333333481e-01
6.428480102656939366e-01,9.333333333333333481e-01
6.424473728152825247e-01,9.333333333333333481e-01
6.433743130136040378e-01,9.333333333333333481e-01
6.429309779989531570e-01,9.333333333333333481e-01
6.424396641162911648e-01,9.333333333333333481e-01
6.426703277135985548e-01,9.333333333333333481e-01
6.422559005367102225e-01,9.333333333333333481e-01
6.432911563760008722e-01,9.333333333333333481e-01
6.428862509605356435e-01,9.333333333333333481e-01
6.421882560630073344e-01,9.333333333333333481e-01
6.428787238106179469e-01,9.333333333333333481e-01
6.423197613418843988e-01,9.333333333333333481e-01
6.425641505553353339e-01,9.333333333333333481e-01
6.420350815648844245e-01,9.333333333333333481e-01
6.432232312233037153e-01,9.333333333333333481e-01
6.429096189753721324e-01,9.333333333333333481e-01
6.419131422061755687e-01,9.333333333333333481e-01
6.431759551694621324e-01,9.333333333333333481e-01
6.428840448882886527e-01,9.333333333333333481e-01
6.418213440389496371e-01,9.333333333333333481e-01
